City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,broken hill,-31.95,141.4333,17.78,49,30,3.1,AU,1692518183
365,ranau,5.9538,116.6641,25.58,89,89,0.44,MY,1692518184
366,khandyga,62.6667,135.6,18.62,85,78,0.52,RU,1692518184
367,gamba,-2.65,10.0,23.83,77,100,1.34,GA,1692518184
368,jaithari,23.2333,78.6167,26.01,94,100,2.07,IN,1692518184
369,chulym,55.0997,80.9572,18.67,71,100,5.38,RU,1692518184
370,pisco,-13.7,-76.2167,15.01,82,0,2.06,PE,1692518185
371,acarau,-2.8856,-40.12,24.13,87,0,6.14,BR,1692518185
372,gemena,3.25,19.7667,26.31,78,61,1.25,CD,1692518185
373,batalha,-9.6778,-37.1247,19.95,97,27,1.45,BR,1692518186
374,jindabyne,-36.4167,148.6333,6.78,86,9,2.01,AU,1692518186
375,barcelos,41.5388,-8.6151,22.18,83,61,1.32,PT,1692517970
376,east ballina,-28.8667,153.5833,16.56,68,0,3.23,AU,1692518186
377,mao,39.8885,4.2658,27.31,83,20,3.09,ES,1692518186
378,hobyo,5.3505,48.5268,29.63,61,99,10.48,SO,1692518187
379,dhidhdhoo,6.8833,73.1,28.05,72,0,6.11,MV,1692518187
380,yorkton,51.2167,-102.4677,10.91,76,20,4.63,CA,1692518187
381,shalqar,47.8333,59.6,34.66,13,2,2.07,KZ,1692518187
382,cody,44.5263,-109.0565,14.25,85,100,3.09,US,1692518188
383,cova figueira,14.8905,-24.2934,23.23,79,100,3.98,CV,1692518188
384,tourlaville,49.6383,-1.5664,19.68,77,0,3.09,FR,1692518188
385,icmeler,40.8464,29.3089,30.08,58,0,7.2,TR,1692518188
386,ad dilam,23.9915,47.1627,39.23,11,54,4.69,SA,1692518188
387,whiteville,34.3388,-78.7031,23.94,97,0,0.0,US,1692518189
388,filey,54.21,-0.2892,18.83,80,2,2.68,GB,1692518189
389,sirte,31.2089,16.5887,28.34,56,0,0.32,LY,1692518189
390,hithadhoo,-0.6,73.0833,27.95,76,100,3.23,MV,1692518189
391,kiunga,-6.1219,141.2906,25.21,75,100,1.33,PG,1692518190
392,kataba,13.9833,44.3833,26.39,27,52,0.7,YE,1692518190
393,isangel,-19.55,169.2667,21.2,76,22,7.52,VU,1692518190
394,sendafa,9.15,39.0333,18.95,61,86,1.88,ET,1692518190
395,schleiden,50.5295,6.477,23.16,80,0,0.49,DE,1692518191
396,alamo,20.9167,-97.6833,25.08,93,100,1.06,MX,1692518191
397,polonnaruwa,7.9333,81.0,39.21,23,5,5.57,LK,1692518191
398,kertih,4.5141,103.4483,31.01,74,40,3.6,MY,1692518191
399,champerico,14.3,-91.9167,26.27,84,20,3.23,GT,1692518191
400,tura,25.5198,90.2201,29.75,73,99,2.15,IN,1692518192
401,jeddah,21.5169,39.2192,36.92,49,0,4.63,SA,1692518192
402,tripoli,32.8752,13.1875,30.57,49,2,2.41,LY,1692518192
403,nagqu,31.5,92.0,14.93,50,100,1.95,CN,1692518192
404,dudinka,69.4058,86.1778,18.68,53,90,5.18,RU,1692518193
405,petrove,48.3247,33.2562,32.44,25,16,2.63,UA,1692518193
406,flin flon,54.7682,-101.865,10.07,77,11,3.38,CA,1692518193
407,okhotsk,59.3833,143.3,14.73,93,100,3.21,RU,1692518193
408,toliara,-23.35,43.6667,25.15,43,3,2.34,MG,1692518194
409,gobabis,-22.45,18.9667,22.77,13,93,3.44,,1692518194
410,portland,45.5234,-122.6762,22.32,50,100,3.09,US,1692518043
411,cowra,-33.8333,148.6833,12.75,64,100,2.56,AU,1692518194
412,mwene-ditu,-7.0,23.45,30.4,24,99,1.1,CD,1692518195
413,namibe,-15.1961,12.1522,18.47,74,6,2.55,AO,1692518195
414,tibati,6.4667,12.6333,22.36,88,100,1.29,CM,1692518195
415,inhambane,-23.865,35.3833,25.04,57,11,3.3,MZ,1692518195
416,canandaigua,42.8742,-77.288,16.33,85,10,3.07,US,1692518195
417,east london,-33.0153,27.9116,19.52,55,0,1.03,ZA,1692518196
418,nong bua,15.8646,100.5858,36.61,54,99,0.85,TH,1692518196
419,celestun,20.8667,-90.4,26.27,89,14,2.97,MX,1692518196
420,aleg,17.0481,-13.9209,30.36,62,82,4.9,MR,1692518196
421,kerema,-7.9631,145.7785,24.63,76,100,4.24,PG,1692518196
422,fort st. john,56.2499,-120.8529,11.94,58,0,1.54,CA,1692518197
423,vallenar,-28.5708,-70.7581,20.88,21,54,3.08,CL,1692518197
424,mossendjo,-2.9506,12.7261,23.94,77,100,1.62,CG,1692518197
425,kailua-kona,19.6406,-155.9956,26.98,90,0,2.57,US,1692517966
426,lashkar gah,31.5938,64.3716,38.36,4,0,3.91,AF,1692518198
427,saudarkrokur,65.7461,-19.6394,9.35,94,99,2.33,IS,1692518198
428,eyl,7.9803,49.8164,33.18,40,68,10.2,SO,1692518198
429,leo,11.1,-2.1,25.31,84,16,2.96,BF,1692518198
430,labuan bajo,-8.4964,119.8877,26.44,70,57,1.73,ID,1692518198
431,lata,40.1629,-8.3327,22.73,84,100,1.41,PT,1692518199
432,laminusa,5.5549,120.9136,28.34,75,73,3.75,PH,1692518199
433,shiwan,22.9969,113.0799,30.97,52,100,3.46,CN,1692518199
434,luderitz,-26.6481,15.1594,13.61,68,38,4.83,,1692518199
435,woolgoolga,-30.1106,153.2007,15.93,68,0,2.35,AU,1692517955
436,luchegorsk,46.4764,134.2569,26.81,66,2,1.16,RU,1692518200
437,bethanie,-26.4833,17.15,16.01,14,9,3.06,,1692518200
438,kourou,5.1552,-52.6478,24.03,92,47,3.59,GF,1692518200
439,tsiombe,-25.3,45.4833,24.5,48,18,2.88,MG,1692518200
440,vila velha,-20.3297,-40.2925,22.97,88,75,3.09,BR,1692518201
441,murovani kurylivtsi,48.7235,27.5189,32.76,26,6,1.08,UA,1692518201
442,minas de marcona,-15.2119,-75.1103,11.33,86,84,4.39,PE,1692518201
443,grande prairie,55.1667,-118.8027,11.1,71,0,2.57,CA,1692518014
444,vanimo,-2.6741,141.3028,26.83,80,100,2.21,PG,1692518202
445,bambamarca,-6.6833,-78.5333,9.96,89,100,0.18,PE,1692518202
446,hepingjie,42.0597,126.9158,23.66,81,100,1.43,CN,1692518202
447,balasore,21.4942,86.9317,31.63,67,71,7.81,IN,1692518202
448,orlov,58.5395,48.8917,17.28,50,100,2.15,RU,1692518202
449,flagstaff,35.1981,-111.6513,18.64,72,100,0.45,US,1692518131
450,kununurra,-15.7667,128.7333,31.99,17,7,3.6,AU,1692518132
451,zhanaozen,43.3,52.8,30.13,31,5,1.91,KZ,1692518203
452,honefoss,60.168,10.2565,16.84,98,100,1.09,NO,1692518203
453,bridgetown,13.1,-59.6167,26.27,89,75,9.77,BB,1692518203
454,saint-leu,-21.15,55.2833,26.46,88,1,1.12,RE,1692518203
455,gaspra,44.4333,34.1,29.81,45,1,6.71,UA,1692518204
456,valencia west,32.1324,-111.1141,25.71,73,0,1.34,US,1692518204
457,chinde,26.8418,88.0763,23.59,81,100,1.1,NP,1692518204
458,petropavl,54.8753,69.1628,18.99,42,0,5.0,KZ,1692518204
459,mitu,1.1983,-70.1733,22.28,99,94,0.38,CO,1692518205
460,pangody,65.85,74.4859,9.35,75,100,6.64,RU,1692518205
461,nchelenge,-9.3451,28.734,28.08,34,50,0.91,ZM,1692518205
462,pauini,-7.7136,-66.9764,24.34,77,97,1.22,BR,1692518205
463,talara,-4.5772,-81.2719,20.39,82,100,6.34,PE,1692518205
464,kavaratti,10.5669,72.642,28.1,75,26,7.17,IN,1692518206
465,maitum,6.0392,124.4986,28.15,75,100,1.54,PH,1692518206
466,la cruz,23.9167,-106.9,25.74,90,100,3.05,MX,1692518206
467,juva,56.4368,57.9478,17.16,52,100,2.3,RU,1692518206
468,taoudenni,22.6783,-3.9836,35.5,21,6,1.31,ML,1692518207
469,kotabumi,-4.8333,104.9,32.02,54,47,3.69,ID,1692518207
470,den burg,53.0542,4.7972,21.09,86,75,4.63,NL,1692518207
471,upington,-28.4478,21.2561,12.21,47,0,0.0,ZA,1692518207
472,minab,27.1467,57.0801,37.38,44,0,4.42,IR,1692518207
473,krasnyy chikoy,50.3643,108.7512,18.02,55,100,1.4,RU,1692518208
474,el rosario,24.2556,-107.1828,25.85,87,100,2.74,MX,1692518208
475,arno,60.1167,18.6333,16.55,79,46,3.29,SE,1692518099
476,kolonia town,6.964,158.206,29.0,79,40,0.0,FM,1692518208
477,carnforth,54.1167,-2.7667,16.45,87,17,0.89,GB,1692518209
478,georgiyevka,43.0369,74.7114,33.02,18,0,3.0,KZ,1692518209
479,marine corps base hawaii - mcbh,21.4453,-157.7513,25.98,77,11,1.34,US,1692518209
480,birao,10.2849,22.7882,22.78,92,100,2.09,CF,1692518209
481,khujner,23.7833,76.6,30.75,70,76,4.01,IN,1692518209
482,floro,61.5996,5.0328,18.04,82,75,3.6,NO,1692518209
483,mukalla,14.5425,49.1242,32.71,60,100,4.77,YE,1692518210
484,pandan,14.0453,124.1694,29.48,72,82,2.29,PH,1692518210
485,i-n-salah,27.1935,2.4607,36.45,13,13,5.94,DZ,1692518210
486,oruro,-17.9833,-67.15,0.81,18,1,2.33,BO,1692518210
487,juan griego,11.0817,-63.9655,27.07,100,100,2.06,VE,1692518210
488,monrovia,6.3005,-10.7969,24.87,85,29,1.7,LR,1692518211
489,bereket,39.2446,55.5154,34.22,24,23,2.96,TM,1692518211
490,nicoya,10.1483,-85.452,23.88,92,95,0.99,CR,1692518211
491,katagum,12.2867,10.3527,27.51,67,96,6.28,NG,1692518211
492,twon-brass,4.3151,6.2418,24.81,89,100,3.29,NG,1692518212
493,moose jaw,50.4001,-105.5344,8.14,76,100,2.57,CA,1692518212
494,sisimiut,66.9395,-53.6735,9.03,85,100,4.57,GL,1692518212
495,mulchen,-37.7167,-72.2333,11.65,99,100,2.79,CL,1692518124
496,itoman,26.1247,127.6694,32.21,91,40,2.57,JP,1692518212
497,calipatria,33.1256,-115.5142,23.84,88,100,2.41,US,1692518212
498,plettenberg bay,-34.0527,23.3716,16.3,60,0,1.28,ZA,1692518213
499,maceio,-9.6658,-35.7353,22.69,94,100,5.14,BR,1692518213
500,shimla,31.1,77.1667,23.39,78,75,3.09,IN,1692518213
501,kitimat,54.0524,-128.6534,17.21,68,100,1.34,CA,1692518213
502,patnos,39.2336,42.8634,28.62,21,0,1.1,TR,1692518214
503,kirensk,57.7853,108.1119,12.91,96,100,3.71,RU,1692518214
504,nha trang,12.25,109.1833,35.0,67,100,2.19,VN,1692518214
505,jackson,42.4165,-122.8345,23.58,62,100,1.54,US,1692517998
506,altay,47.8667,88.1167,25.79,27,0,4.76,CN,1692518214
507,san antonio oeste,-40.7319,-64.9477,5.69,76,39,3.57,AR,1692518215
508,lubang,13.8584,120.124,28.76,77,25,7.98,PH,1692518215
509,noumea,-22.2763,166.4572,21.67,99,37,4.15,NC,1692518215
510,shalkar,47.8288,59.6258,34.64,13,2,2.1,KZ,1692518215
511,belousovka,50.1339,82.5239,26.47,32,91,2.0,KZ,1692518215
512,sakaraha,-22.9,44.5333,26.72,26,1,1.19,MG,1692518216
513,porbandar,21.6422,69.6093,29.99,74,75,7.2,IN,1692518216
514,narasannapeta,18.4167,84.05,30.87,70,62,6.76,IN,1692518216
515,neiafu,-18.65,-173.9833,25.38,87,0,5.17,TO,1692518216
516,goundi,9.3627,17.366,23.66,90,100,2.41,TD,1692518217
517,tocache,-8.1842,-76.5125,20.77,74,98,0.11,PE,1692518217
518,haiku-pauwela,20.9219,-156.3051,24.03,71,20,6.17,US,1692518217
519,sandnessjoen,66.0217,12.6316,19.29,66,100,6.22,NO,1692518217
520,puerto deseado,-47.7503,-65.8938,4.42,88,69,1.81,AR,1692518217
521,mareeba,-17.0,145.4333,20.8,62,9,2.68,AU,1692518218
522,sanming,26.2486,117.6186,32.16,64,99,2.42,CN,1692518218
523,mutuali,-14.8706,37.0044,28.65,34,0,2.3,MZ,1692518218
524,andergrove,-21.0833,149.1833,18.14,55,4,4.55,AU,1692518218
525,robertsport,6.7533,-11.3686,25.18,85,67,2.66,LR,1692518218
526,tralee,52.2704,-9.7026,15.6,87,96,3.12,IE,1692518219
527,sandviken,60.6167,16.7667,18.08,83,91,2.23,SE,1692517965
528,tumpat,6.1978,102.171,31.99,66,40,2.06,MY,1692518219
529,bol,13.4586,14.7147,26.8,79,100,6.47,TD,1692518219
530,korla,41.7597,86.1469,32.82,15,33,1.79,CN,1692518219
531,male,4.1748,73.5089,30.97,74,75,6.69,MV,1692518220
532,al kharijah,25.4514,30.5464,34.95,26,0,8.34,EG,1692518220
533,sodo,6.8642,37.7628,20.13,56,98,2.06,ET,1692518220
534,goundam,16.4145,-3.6708,32.24,44,25,5.99,ML,1692518220
535,benjamin constant,-4.3831,-70.0311,24.07,94,19,0.75,BR,1692518220
536,jamkhandi,16.5167,75.3,31.89,44,74,7.18,IN,1692518221
537,midleton,51.9153,-8.1805,16.18,87,0,6.5,IE,1692518221
538,penticton,49.4806,-119.5858,18.6,30,100,3.6,CA,1692518221
539,rio grande,-32.035,-52.0986,9.97,68,100,5.21,BR,1692518221
540,sanctuary point,-35.1114,150.629,17.4,70,3,3.2,AU,1692518222
541,longboat key,27.4125,-82.659,28.0,65,0,3.09,US,1692518222
542,ribeira brava,32.65,-17.0667,27.06,59,94,2.51,PT,1692518223
543,ciudad melchor muzquiz,27.8833,-101.5167,26.98,59,0,4.46,MX,1692518223
544,mitsamiouli,-11.3847,43.2844,28.16,74,20,5.14,KM,1692518224
545,kuqa,41.7278,82.9364,32.48,16,99,2.31,CN,1692518224
546,akjoujt,19.6969,-14.4164,33.07,44,31,5.27,MR,1692518224
547,boguchany,58.3814,97.4531,13.12,86,100,2.84,RU,1692518224
548,sabang,5.8933,95.3214,28.46,76,100,8.55,ID,1692518225
549,porto murtinho,-21.6989,-57.8825,18.42,98,4,1.79,BR,1692518225
550,bor,56.3567,44.0669,20.96,79,100,0.93,RU,1692518225
551,kolonia,50.9333,6.95,24.58,80,0,1.03,DE,1692518226
552,antalaha,-14.9003,50.2788,25.39,69,77,3.2,MG,1692518226
553,machico,32.7,-16.7667,27.06,69,20,3.09,PT,1692518226
554,soure,-0.7167,-48.5233,26.81,78,8,5.94,BR,1692518226
555,jalpan,21.2333,-99.4833,21.42,94,100,0.62,MX,1692518227
556,bandar labuan,5.2888,115.2692,31.2,66,20,3.6,MY,1692518227
557,faya-largeau,17.9257,19.1043,34.55,15,53,5.4,TD,1692518227
558,island harbour,50.724,-1.2758,19.7,89,17,2.24,GB,1692518227
559,yoichi,43.2039,140.7703,25.29,93,64,3.04,JP,1692518228
